name,isin,type,dtcreated
Seligson & Co Rahastoyhtiö Oyj,FI0008805627,0,2015-01-09 14:00:00
Stockmann Oyj Abp,FI0009000251,0,2015-01-09 14:30:00
NORDWEST Handel AG,DE0006775505,0,2015-01-09 14:47:15
NKT Holding A/S,DK0010287663,0,2015-01-09 14:53:03
Lánamál ríkisins,IS0000006989,0,2015-01-09 16:31:00
Arion banki hf.,IS0000021186,0,2015-01-09 17:14:28
Marel hf.,IS0000000388,0,2015-01-09 18:33:05
Brivais vilnis,LV0000100824,0,2015-01-10 07:38:46
nebag ag,CH0005059438,0,2015-01-10 10:08:25
Qiagen N.V.,NL0012169213,0,2015-01-11 18:20:15
Qiagen N.V.,NL0012169213,0,2015-01-11 18:20:15
DIALOG SEMICONDUCTOR Plc.,GB0059822006,0,2015-01-12 07:30:06
DIALOG SEMICONDUCTOR Plc.,GB0059822006,0,2015-01-12 07:30:06
Vostok New Ventures Ltd.,SE0005191475,0,2015-01-12 08:00:03
Panostaja Oyj,FI0009800361,0,2015-01-12 09:00:00
BRFKredit a/s,DK0002100130,0,2015-01-12 09:11:22
Realkredit Danmark A/S,DK0002200435,0,2015-01-12 10:17:35
UPM-Kymmene Oyj,FI0009005987,0,2015-01-12 10:30:00
Nykredit Realkredit A/S,DK0002300573,0,2015-01-12 10:52:00
Totalkredit A/S,DK0004700580,0,2015-01-12 10:52:00
MAX Automation SE,DE000A2DA588,0,2015-01-12 11:18:54
Finnlines,FI0009003644,0,2015-01-12 11:21:25
Latvijas tilti,LV0000100311,0,2015-01-12 12:34:34
Olvi Oyj,FI0009900401,0,2015-01-12 12:59:11
Lundin Petroleum AB,SE0000825820,0,2015-01-12 13:03:56
NORDWEST Handel AG,DE0006775505,0,2015-01-12 14:49:10
Spar Nord Bank A/S,DK0060036564,0,2015-01-12 15:30:01
Liepajas autobusu parks,LV0000100907,0,2015-01-12 15:33:13
SAP SE,DE0007164600,0,2015-01-12 16:06:35
SAP SE,DE0007164600,0,2015-01-12 16:06:35
Kabel Deutschland Holding AG,DE000KD88880,0,2015-01-12 19:44:29
Kabel Deutschland Holding AG,DE000KD88880,0,2015-01-12 19:44:29
BlackPearl Resources Inc.,SE0002060863,0,2015-01-12 23:49:17
Chocoladefabriken Lindt & Sprüngli AG,CH0010570759,0,2015-01-13 07:00:11
Chocoladefabriken Lindt & Sprüngli AG,CH0010570759,0,2015-01-13 07:00:11
Chocoladefabriken Lindt & Sprüngli AG,CH0010570759,0,2015-01-13 07:00:11
DIC Asset AG,DE000A1X3XX4,0,2015-01-13 08:00:17
DIC Asset AG,DE000A1X3XX4,0,2015-01-13 08:00:17
VEF Radiotehnika RRR,LV0000100972,0,2015-01-13 08:13:05
Apetit Oyj,FI0009003503,0,2015-01-13 08:30:00
Veloxis Pharmaceuticals A/S,DK0060048148,0,2015-01-13 08:59:00
Panostaja Oyj,FI0009800361,0,2015-01-13 09:00:00
Orbis AG,DE0005228779,0,2015-01-13 09:14:51
Nykredit Realkredit A/S,DK0002300573,0,2015-01-13 09:17:45
Københavns Lufthavne A/S,DK0010201102,0,2015-01-13 10:01:14
Olainfarm,LV0000100501,0,2015-01-13 10:36:20
Betsson AB,SE0005217379,0,2015-01-13 11:00:00
BRFKredit a/s,DK0002100130,0,2015-01-13 11:01:42
Martela Oyj,FI0009900385,0,2015-01-13 11:30:00
Munksjö Oyj,FI4000048418,0,2015-01-13 11:50:00
SRV Yhtiöt Oyj,FI0009015309,0,2015-01-13 14:00:00
Konecranes Oyj,FI0009005870,0,2015-01-13 14:00:01
ZetaDisplay AB (publ),SE0001105511,0,2015-01-13 15:00:00
Munksjö Oyj,FI4000048418,0,2015-01-13 16:55:00
Hansa Group AG,DE0007608606,0,2015-01-13 18:38:41
Cavotec SA,CH0136071542,0,2015-01-14 08:28:52
Nykredit Realkredit A/S,DK0002300573,0,2015-01-14 14:50:41
Totalkredit A/S,DK0004700580,0,2015-01-14 14:55:36
Ditton pievadkežu rupnica,LV0000100212,0,2015-01-14 14:55:36
Fair Value REIT-AG,DE000A0MW975,0,2015-01-14 15:42:48
Fair Value REIT-AG,DE000A0MW975,0,2015-01-14 15:42:48
Landsvirkjun,IS0000003127,0,2015-01-14 15:56:46
Spar Nord Bank A/S,DK0060036564,0,2015-01-14 16:47:49
KION GROUP AG,DE000KGX8881,0,2015-01-14 19:19:02
KION GROUP AG,DE000KGX8881,0,2015-01-14 19:19:02
Veloxis Pharmaceuticals A/S,DK0060048148,0,2015-01-14 19:53:01
DePfa Bank plc,DK0030009741,0,2015-01-15 06:23:37
Munksjö Oyj,FI4000048418,0,2015-01-15 08:30:00
Caverion Oyj,FI4000062781,0,2015-01-15 09:00:00
Latvijas balzams,LV0000100808,0,2015-01-15 11:20:12
NASDAQ OMX Helsinki Oy,SE0001322157,0,2015-01-15 11:30:01
NASDAQ OMX Helsinki Oy,SE0001322157,0,2015-01-15 11:30:00
Homag Group AG,DE0005297204,0,2015-01-15 11:31:37
Homag Group AG,DE0005297204,0,2015-01-15 11:31:37
Realkredit Danmark A/S,DK0002200435,0,2015-01-15 11:49:07
DEPFA BANK plc,DE000A0AUJ90,0,2015-01-15 12:25:06
Tulikivi Oyj,FI0009900583,0,2015-01-15 13:00:00
Augusta Technologie AG,DE000A0D6612,0,2015-01-15 14:57:04
NORDWEST Handel AG,DE0006775505,0,2015-01-15 15:02:11
SSH Communications Security Oyj,FI0009008270,0,2015-01-15 15:30:26
Greentech Energy Systems A/S,DK0010240514,0,2015-01-15 15:35:46
Olainfarm,LV0000100501,0,2015-01-15 15:41:28
Finnlines,FI0009003644,0,2015-01-15 15:50:31
Latvijas kugnieciba,LV0000101103,0,2015-01-15 16:18:58
MIFA Mitteldeutsche Fahrradwerke AG,DE000A0B95Y8,0,2015-01-15 19:39:43
MIFA Mitteldeutsche Fahrradwerke AG,DE000A0B95Y8,0,2015-01-15 19:39:43
Arion banki hf.,IS0000021186,0,2015-01-15 19:54:58
Arion banki hf.,IS0000021186,0,2015-01-15 21:14:58
Karolinska Development AB,SE0002190926,0,2015-01-16 08:00:00
Citycon Oyj,FI0002001728,0,2015-01-16 08:30:00
Fortum,FI0009007132,0,2015-01-16 09:00:00
Panostaja Oyj,FI0009800361,0,2015-01-16 09:05:00
Olainfarm,LV0000100501,0,2015-01-16 09:21:30
Outokumpu Oyj,FI0009002422,0,2015-01-16 09:30:00
Olainfarm,LV0000100501,0,2015-01-16 09:44:12
Realkredit Danmark A/S,DK0002200435,0,2015-01-16 10:04:29
Tintbright AG,DE000A1PG7W8,0,2015-01-16 10:23:38
Tintbright AG,DE000A1PG7W8,0,2015-01-16 10:23:38
RWE Aktiengesellschaft,DE0007037129,0,2015-01-16 12:33:57
RWE Aktiengesellschaft,DE0007037129,0,2015-01-16 12:33:57
BRFKredit a/s,DK0002100130,0,2015-01-16 14:27:10
VanCamel AG,DE000A1RFMM9,0,2015-01-16 15:09:37
VanCamel AG,DE000A1RFMM9,0,2015-01-16 15:09:37
FormPipe Software AB,SE0001338039,0,2015-01-16 15:30:21
Net Entertainment,SE0005876943,0,2015-01-16 16:00:00
Drägerwerk AG & Co. KGaA,DE0005550602,0,2015-01-16 16:12:11
Drägerwerk AG & Co. KGaA,DE0005550602,0,2015-01-16 16:12:11
WMF AG,DE0007803009,0,2015-01-16 16:30:42
Hypoport AG,DE0005493365,0,2015-01-16 18:18:33
Hypoport AG,DE0005493365,0,2015-01-16 18:18:33
Ixonos,FI0009008007,0,2015-01-16 19:00:00
Ixonos,FI0009008007,0,2015-01-16 19:00:00
Vostok New Ventures Ltd.,SE0005191475,0,2015-01-19 08:00:02
Stora Enso Oyj,FI0009005961,0,2015-01-19 08:00:02
RusForest AB,SE0005132511,0,2015-01-19 08:05:00
Expedeon AG,DE000A2YN801,0,2015-01-19 08:30:15
Expedeon AG,DE000A2YN801,0,2015-01-19 08:30:15
Realkredit Danmark A/S,DK0002200435,0,2015-01-19 10:35:06
Lundin Petroleum AB,SE0000825820,0,2015-01-19 10:37:35
BRFKredit a/s,DK0002100130,0,2015-01-19 10:44:01
Latvijas balzams,LV0000100808,0,2015-01-19 11:26:44
Nykredit Realkredit A/S,DK0002300573,0,2015-01-19 11:35:00
Totalkredit A/S,DK0004700580,0,2015-01-19 11:35:00
BRFKredit a/s,DK0002100130,0,2015-01-19 12:56:25
Monberg & Thorsen A/S,DK0010224310,0,2015-01-19 13:57:10
Højgaard Holding A/S,DK0010255975,0,2015-01-19 13:57:10
Orkuveita Reykjavíkur,IS0000010775,0,2015-01-19 14:37:19
Orava Asuntorahasto Oyj,FI4000068614,0,2015-01-19 15:15:00
Vestas Wind Systems A/S,DK0010268606,0,2015-01-19 15:16:10
RTX,DK0010267129,0,2015-01-19 16:01:13
NORDWEST Handel AG,DE0006775505,0,2015-01-19 16:49:00
Ixonos,FI0009008007,0,2015-01-19 17:00:00
Eolus Vind AB,SE0002109330,0,2015-01-19 22:00:00
Eolus Vind AB,SE0002109330,0,2015-01-19 22:00:06
ShaMaran Petroleum Corp,NO0010692882,0,2015-01-19 23:06:00
nebag ag,CH0005059438,0,2015-01-20 05:30:12
Airopack Technology Group AG,CH0242606942,0,2015-01-20 07:00:11
Airopack Technology Group AG,CH0242606942,0,2015-01-20 07:00:11
Airopack Technology Group AG,CH0242606942,0,2015-01-20 07:00:11
Airopack Technology Group AG,CH0242606942,0,2015-01-20 07:00:11
LOTTO24 AG,DE000LTT0243,0,2015-01-20 07:29:13
LOTTO24 AG,DE000LTT0243,0,2015-01-20 07:29:13
UPM-Kymmene Oyj,FI0009005987,0,2015-01-20 08:30:00
Lundin Petroleum AB,SE0000825820,0,2015-01-20 08:56:20
Nykredit Realkredit A/S,DK0002300573,0,2015-01-20 10:32:47
Lundin Petroleum AB,SE0000825820,0,2015-01-20 10:36:44
Totalkredit A/S,DK0004700580,0,2015-01-20 10:38:50
ISS A/S,DK0060294858,0,2015-01-20 12:31:19
LOTTO24 AG,DE000LTT0243,0,2015-01-20 13:04:42
LOTTO24 AG,DE000LTT0243,0,2015-01-20 13:04:42
Lassila & Tikanoja Oyj,FI0009010854,0,2015-01-20 14:00:00
TDC A/S,DK0010253335,0,2015-01-20 14:30:04
Eolus Vind AB,SE0002109330,0,2015-01-20 15:15:00
Eolus Vind AB,SE0002109330,0,2015-01-20 15:15:03
Hansa Group AG,DE0007608606,0,2015-01-20 15:31:55
Accu Holding AG,CH0001366332,0,2015-01-20 18:00:13
Wirecard AG,DE0007472060,0,2015-01-20 20:15:02
Wirecard AG,DE0007472060,0,2015-01-20 20:15:02
Pelikan Group GmbH,DE0006053101,0,2015-01-20 21:11:20
Pelikan Group GmbH,DE0006053101,0,2015-01-20 21:11:20
Lassila & Tikanoja Oyj,FI0009010854,0,2015-01-21 08:00:00
Lundin Petroleum AB,SE0000825820,0,2015-01-21 08:00:15
Atlantic Petroleum P/F,FO000A0DN9X4,0,2015-01-21 08:02:07
Lundin Petroleum AB,SE0000825820,0,2015-01-21 08:15:11
Bilia AB,SE0000102295,0,2015-01-21 08:20:00
Vestjysk Bank A/S,DK0010304500,0,2015-01-21 08:30:48
Rigas elektromašinbuves rupnica,LV0000101012,0,2015-01-21 09:08:54
Affecto Oyj,FI0009013312,0,2015-01-21 09:30:00
Danske Bank A/S,DK0010274414,0,2015-01-21 09:44:55
Realkredit Danmark A/S,DK0002200435,0,2015-01-21 10:19:33
BRFKredit a/s,DK0002100130,0,2015-01-21 10:51:27
Realkredit Danmark A/S,DK0002200435,0,2015-01-21 10:53:06
BRFKredit a/s,DK0002100130,0,2015-01-21 11:09:32
Fortum,FI0009007132,0,2015-01-21 13:30:00
Honkarakenne Oyj,FI0009900104,0,2015-01-21 13:30:01
Veloxis Pharmaceuticals A/S,DK0060048148,0,2015-01-21 14:42:43
Vonovia SE,DE000A1ML7J1,0,2015-01-21 15:20:07
Vonovia SE,DE000A1ML7J1,0,2015-01-21 15:20:07
Latvijas balzams,LV0000100808,0,2015-01-21 16:13:01
Marel hf.,IS0000000388,0,2015-01-21 17:44:42
Dresdner Factoring AG,DE000DFAG997,0,2015-01-21 18:10:05
DMG MORI AKTIENGESELLSCHAFT,DE0005878003,0,2015-01-21 20:47:17
DMG MORI AKTIENGESELLSCHAFT,DE0005878003,0,2015-01-21 20:47:17
Lundin Mining Corporation,SE0001134529,0,2015-01-21 23:42:40
Vestas Wind Systems A/S,DK0010268606,0,2015-01-21 23:52:16
Tele Columbus AG,DE000TCAG172,0,2015-01-22 00:04:07
Tele Columbus AG,DE000TCAG172,0,2015-01-22 00:04:07
Mikron Holding AG,CH0003390066,0,2015-01-22 07:00:07
Mikron Holding AG,CH0003390066,0,2015-01-22 07:00:07
Mikron Holding AG,CH0003390066,0,2015-01-22 07:00:07
Mikron Holding AG,CH0003390066,0,2015-01-22 07:00:07
AEVIS VICTORIA SA,CH0478634105,0,2015-01-22 07:05:08
AEVIS VICTORIA SA,CH0478634105,0,2015-01-22 07:05:08
AEVIS VICTORIA SA,CH0478634105,0,2015-01-22 07:05:08
Lemminkäinen,FI0009900336,0,2015-01-22 08:00:00
Rella Holding A/S,DK0016033889,0,2015-01-22 08:00:00
Africa Oil Corp.,CA00829Q1019,0,2015-01-22 08:00:02
YIT,FI0009800643,0,2015-01-22 08:00:01
Nykredit Bank A/S,DK0003448181,0,2015-01-22 08:10:32
Sponda Oyj,FI0009006829,0,2015-01-22 09:40:00
Danske Bank A/S,DK0010274414,0,2015-01-22 09:48:14
Daugavpils lokomotivju remonta rupnica,LV0000101061,0,2015-01-22 10:03:04
Aktieselskabet Schouw & Co.,DK0010253921,0,2015-01-22 10:25:12
VERBUND AG,AT0000746409,0,2015-01-22 11:28:08
VERBUND AG,AT0000746409,0,2015-01-22 11:28:08
Suominen Oyj,FI0009010862,0,2015-01-22 12:00:00
Fortum,FI0009007132,0,2015-01-22 12:36:51
Ixonos,FI0009008007,0,2015-01-22 13:10:00
Scanfil Oyj,FI4000029905,0,2015-01-22 13:15:00
Egetæpper A/S,DK0010259290,0,2015-01-22 13:50:23
GERRY WEBER INTERNATIONAL AG,DE000A255G36,0,2015-01-22 14:09:04
GERRY WEBER INTERNATIONAL AG,DE000A255G36,0,2015-01-22 14:09:04
TDC A/S,DK0010253335,0,2015-01-22 16:24:56
New Work SE,DE000NWRK013,0,2015-01-22 18:02:17
New Work SE,DE000NWRK013,0,2015-01-22 18:02:17
Verallia Deutschland AG,DE0006851603,0,2015-01-22 18:15:10
Neo Industrial Oyj,FI0009800296,0,2015-01-23 08:01:00
Rockwool International A/S,DK0010219153,0,2015-01-23 09:13:15
4SC AG,DE000A14KL72,0,2015-01-23 10:48:55
4SC AG,DE000A14KL72,0,2015-01-23 10:48:55
BRFKredit a/s,DK0002100130,0,2015-01-23 10:59:25
DF Deutsche Forfait AG,DE000A2AA204,0,2015-01-23 12:17:42
DF Deutsche Forfait AG,DE000A2AA204,0,2015-01-23 12:17:42
Tribona AB,SE0005126885,0,2015-01-23 12:36:58
Novozymes A/S,DK0060336014,0,2015-01-23 12:50:49
SKW Stahl-Metallurgie Holding AG,DE000SKWM021,0,2015-01-23 14:13:54
SKW Stahl-Metallurgie Holding AG,DE000SKWM021,0,2015-01-23 14:13:54
Bilia AB,SE0000102295,0,2015-01-23 15:00:00
Orava Asuntorahasto Oyj,FI4000068614,0,2015-01-23 15:15:00
Topdanmark A/S,DK0060477503,0,2015-01-23 15:59:54
Danske Bank A/S,DK0010274414,0,2015-01-23 16:33:02
Danske Bank A/S,DK0010274414,0,2015-01-23 16:44:19
Eolus Vind AB,SE0002109330,0,2015-01-23 18:15:00
Kuros Biosciences AG,CH0011025217,0,2015-01-26 07:00:12
Kuros Biosciences AG,CH0011025217,0,2015-01-26 07:00:12
RusForest AB,SE0005132511,0,2015-01-26 08:05:00
Vitec Software Group AB,SE0000514630,0,2015-01-26 08:30:00
BRFKredit a/s,DK0002100130,0,2015-01-26 08:40:25
ALK-Abelló,DK0060027142,0,2015-01-26 09:00:00
YIT,FI0009800643,0,2015-01-26 10:00:00
Realkredit Danmark A/S,DK0002200435,0,2015-01-26 10:05:53
Nykredit Realkredit A/S,DK0002300573,0,2015-01-26 10:45:26
Totalkredit A/S,DK0004700580,0,2015-01-26 10:48:31
Lundin Petroleum AB,SE0000825820,0,2015-01-26 11:44:08
TK Development A/S,DK0010258995,0,2015-01-26 11:48:10
RTX,DK0010267129,0,2015-01-26 13:18:01
Elisa,FI0009007884,0,2015-01-26 13:30:00
RTX,DK0010267129,0,2015-01-26 13:42:05
Tulikivi Oyj,FI0009900583,0,2015-01-26 13:55:00
VERBIO Vereinigte BioEnergie AG,DE000A0JL9W6,0,2015-01-26 14:18:21
VERBIO Vereinigte BioEnergie AG,DE000A0JL9W6,0,2015-01-26 14:18:21
Kuros Biosciences AG,CH0011025217,0,2015-01-26 14:23:00
Kuros Biosciences AG,CH0011025217,0,2015-01-26 14:23:00
Finnlines,FI0009003644,0,2015-01-26 14:40:47
Valmieras stikla škiedra,LV0000100485,0,2015-01-26 15:00:00
Clere AG,DE000A2AA402,0,2015-01-26 19:59:18
Clere AG,DE000A2AA402,0,2015-01-26 19:59:18
SMA Solar Technology AG,DE000A0DJ6J9,0,2015-01-26 21:15:54
SMA Solar Technology AG,DE000A0DJ6J9,0,2015-01-26 21:15:54
Tecnotree Oyj,FI0009010227,0,2015-01-27 08:30:00
Martela Oyj,FI0009900385,0,2015-01-27 09:00:01
SCHNIGGE Wertpapierhandelsbank SE,DE000A0EKK20,0,2015-01-27 10:18:12
Latvijas balzams,LV0000100808,0,2015-01-27 13:12:42
adesso SE,DE000A0Z23Q5,0,2015-01-27 13:37:52
adesso SE,DE000A0Z23Q5,0,2015-01-27 13:37:52
Novozymes A/S,DK0060336014,0,2015-01-27 13:42:00
Seligson & Co Rahastoyhtiö Oyj,FI0008805627,0,2015-01-27 14:00:00
Realkredit Danmark A/S,DK0002200435,0,2015-01-27 14:22:26
OnVista AG,DE0005461602,0,2015-01-27 14:36:33
NunaMinerals A/S,DK0016190986,0,2015-01-27 14:51:14
Immunicum AB,SE0005003654,0,2015-01-27 15:10:47
Íbúðalánasjóður,IS0000001113,0,2015-01-27 15:48:11
ShaMaran Petroleum Corp,NO0010692882,0,2015-01-27 15:49:04
DSV A/S,DK0060079531,0,2015-01-27 17:06:43
Syzygy AG,DE0005104806,0,2015-01-27 18:02:35
Syzygy AG,DE0005104806,0,2015-01-27 18:02:35
Tryg A/S,DK0060013274,0,2015-01-28 07:45:00
HKScan Oyj,FI0009006308,0,2015-01-28 08:00:00
BRFKredit a/s,DK0002100130,0,2015-01-28 08:56:29
F-Secure Oyj,FI0009801310,0,2015-01-28 09:00:01
Auriant Mining AB,SE0001337213,0,2015-01-28 09:10:00
DATA MODUL Aktiengesellschaft Produktion und Vertrieb von elektronischen Systemen,DE0005498901,0,2015-01-28 10:06:45
DATA MODUL Aktiengesellschaft Produktion und Vertrieb von elektronischen Systemen,DE0005498901,0,2015-01-28 10:06:45
BioPorto  A/S,DK0011048619,0,2015-01-28 11:11:11
Neo Industrial Oyj,FI0009800296,0,2015-01-28 11:30:00
Realkredit Danmark A/S,DK0002200435,0,2015-01-28 12:09:40
Trainers' House Oyj,FI0009008122,0,2015-01-28 12:15:00
TORM A/S,DK0060082915,0,2015-01-28 12:46:36
Tribona AB,SE0005126885,0,2015-01-28 13:00:01
Novozymes A/S,DK0060336014,0,2015-01-28 13:08:53
Ringkjøbing Landbobank A/S,NO0010398159,0,2015-01-28 14:03:17
LANXESS Aktiengesellschaft,DE0005470405,0,2015-01-28 14:40:02
LANXESS Aktiengesellschaft,DE0005470405,0,2015-01-28 14:40:02
TK Development A/S,DK0010258995,0,2015-01-28 14:45:06
MLP SE,DE0006569908,0,2015-01-28 18:06:45
MLP SE,DE0006569908,0,2015-01-28 18:06:45
SGL CARBON SE,DE0007235301,0,2015-01-28 18:57:44
SGL CARBON SE,DE0007235301,0,2015-01-28 18:57:44
Raiffeisen Bank International AG,AT0000606306,0,2015-01-28 21:00:59
Raiffeisen Bank International AG,AT0000606306,0,2015-01-28 21:00:59
Carlsberg A/S,DK0010181759,0,2015-01-29 06:22:49
HOCHDORF Holding AG,CH0024666528,0,2015-01-29 07:05:08
HOCHDORF Holding AG,CH0024666528,0,2015-01-29 07:05:08
HOCHDORF Holding AG,CH0024666528,0,2015-01-29 07:05:08
GERRY WEBER INTERNATIONAL AG,DE000A255G36,0,2015-01-29 07:24:04
GERRY WEBER INTERNATIONAL AG,DE000A255G36,0,2015-01-29 07:24:04
Olvi Oyj,FI0009900401,0,2015-01-29 07:59:53
Tribona AB,SE0005126885,0,2015-01-29 08:00:00
Suominen Oyj,FI0009010862,0,2015-01-29 08:30:00
Novozymes A/S,DK0060336014,0,2015-01-29 11:49:20
BDI - BioEnergy International AG,AT0000A02177,0,2015-01-29 11:53:37
BDI - BioEnergy International AG,AT0000A02177,0,2015-01-29 11:53:37
Aktia Pankki Oyj,FI4000058870,0,2015-01-29 15:00:00
Latvijas Gaze,LV0000100899,0,2015-01-29 15:08:09
H+H International A/S,DK0015202451,0,2015-01-29 15:09:44
Tryg A/S,DK0060013274,0,2015-01-29 15:13:15
Leifheit Aktiengesellschaft,DE0006464506,0,2015-01-29 16:48:21
Leifheit Aktiengesellschaft,DE0006464506,0,2015-01-29 16:48:21
DO Deutsche Office AG,DE000PRME020,0,2015-01-29 18:19:24
DO Deutsche Office AG,DE000PRME020,0,2015-01-29 18:19:24
Solar-Fabrik Aktiengesellschaft für Produktion und Vertrieb von solartechnischen Produkten,DE0006614712,0,2015-01-29 19:03:41
Solar-Fabrik Aktiengesellschaft für Produktion und Vertrieb von solartechnischen Produkten,DE0006614712,0,2015-01-29 19:03:41
UMS United Medical Systems International AG i.L.,DE0005493654,0,2015-01-29 19:12:53
